START.DATE,END.DATE,CONTACT.TYPE,Contacts
2015-05-09,2015-05-09,Fax - Input,4
2015-05-09,2015-05-09,Fax Acknowledgement - Input,2
2015-05-09,2015-05-09,Internal Management,2
2015-05-09,2015-05-09,Mail - Recieved,25
2015-05-09,2015-05-09,Web - Input,133
2015-05-10,2015-05-10,Call - Input,98
2015-05-10,2015-05-10,Internal Management,9
2015-05-10,2015-05-10,Web - Input,137
2015-05-11,2015-05-11,Call - Input,3744
2015-05-11,2015-05-11,Fax - Input,12
2015-05-11,2015-05-11,Fax Acknowledgement - Input,9
2015-05-11,2015-05-11,Installation Report - Input,2
2015-05-11,2015-05-11,Internal Management,119
2015-05-11,2015-05-11,Mail - Input,9
2015-05-11,2015-05-11,Mail - Recieved,168
2015-05-11,2015-05-11,Visit,455
2015-05-11,2015-05-11,Web - Input,566
2015-05-12,2015-05-12,Call - Input,3358
2015-05-12,2015-05-12,Fax - Input,24
2015-05-12,2015-05-12,Fax Acknowledgement - Input,10
2015-05-12,2015-05-12,Internal Management,101
2015-05-12,2015-05-12,Mail - Input,6
2015-05-12,2015-05-12,Mail - Recieved,166
2015-05-12,2015-05-12,Visit,509
2015-05-12,2015-05-12,Web - Input,577
2015-05-12,2015-05-13,Call - Input,1
2015-05-13,2015-05-13,Call - Input,3009
2015-05-13,2015-05-13,Fax - Input,4
2015-05-13,2015-05-13,Fax Acknowledgement - Input,2
2015-05-13,2015-05-13,Internal Management,66
2015-05-13,2015-05-13,Mail - Input,4
2015-05-13,2015-05-13,Mail - Recieved,189
2015-05-13,2015-05-13,Tweet - Input,1
2015-05-13,2015-05-13,Visit,461
2015-05-13,2015-05-13,Web - Input,575
2015-05-14,2015-05-14,Call - Input,2887
2015-05-14,2015-05-14,Fax - Input,6
2015-05-14,2015-05-14,Fax Acknowledgement - Input,5
2015-05-14,2015-05-14,Internal Management,64
2015-05-14,2015-05-14,Mail - Input,8
2015-05-14,2015-05-14,Mail - Recieved,132
2015-05-14,2015-05-14,Visit,510
2015-05-14,2015-05-14,Web - Input,483
2015-05-15,2015-05-15,Call - Input,2589
2015-05-15,2015-05-15,Fax - Input,6
2015-05-15,2015-05-15,Fax Acknowledgement - Input,4
2015-05-15,2015-05-15,Internal Management,105
2015-05-15,2015-05-15,Mail - Input,2
2015-05-15,2015-05-15,Mail - Recieved,156
2015-05-15,2015-05-15,Visit,389
2015-05-15,2015-05-15,Web - Input,429
2015-05-16,2015-05-16,Call - Input,161
2015-05-16,2015-05-16,Internal Management,4
2015-05-16,2015-05-16,Mail - Recieved,19
2015-05-16,2015-05-16,Web - Input,185
2015-05-17,2015-05-17,Call - Input,141
2015-05-17,2015-05-17,Internal Management,12
2015-05-17,2015-05-17,Mail - Recieved,6
2015-05-17,2015-05-17,Web - Input,124
2015-05-18,2015-05-18,Call - Input,3600
2015-05-18,2015-05-18,Fax - Input,3
2015-05-18,2015-05-18,Fax Acknowledgement - Input,3
2015-05-18,2015-05-18,Internal Management,98
2015-05-18,2015-05-18,Mail - Input,9
2015-05-18,2015-05-18,Mail - Recieved,209
2015-05-18,2015-05-18,Visit,549
2015-05-18,2015-05-18,Web - Input,552
2015-05-19,2015-05-19,Call - Input,3277
2015-05-19,2015-05-19,Fax - Input,9
2015-05-19,2015-05-19,Fax Acknowledgement - Input,4
2015-05-19,2015-05-19,Internal Management,84
2015-05-19,2015-05-19,Mail - Input,8
2015-05-19,2015-05-19,Mail - Recieved,169
2015-05-19,2015-05-19,Visit,562
2015-05-19,2015-05-19,Web - Input,603
2015-05-20,2015-05-20,Call - Input,3244
2015-05-20,2015-05-20,Fax - Input,5
2015-05-20,2015-05-20,Fax Acknowledgement - Input,4
2015-05-20,2015-05-20,Installation Report - Input,1
2015-05-20,2015-05-20,Internal Management,90
2015-05-20,2015-05-20,Mail - Input,9
2015-05-20,2015-05-20,Mail - Recieved,202
2015-05-20,2015-05-20,Visit,435
2015-05-20,2015-05-20,Web - Input,571
2015-05-20,2015-05-21,Call - Input,1
2015-05-21,2015-05-21,Call - Input,2945
2015-05-21,2015-05-21,Fax - Input,3
2015-05-21,2015-05-21,Fax Acknowledgement - Input,1
2015-05-21,2015-05-21,Internal Management,125
2015-05-21,2015-05-21,Mail - Input,9
2015-05-21,2015-05-21,Mail - Recieved,151
2015-05-21,2015-05-21,Visit,435
2015-05-21,2015-05-21,Web - Input,556
2015-05-22,2015-05-22,Call - Input,2553
2015-05-22,2015-05-22,Fax - Input,11
2015-05-22,2015-05-22,Fax Acknowledgement - Input,5
2015-05-22,2015-05-22,Internal Management,94
2015-05-22,2015-05-22,Mail - Input,8
2015-05-22,2015-05-22,Mail - Recieved,167
2015-05-22,2015-05-22,Visit,406
2015-05-22,2015-05-22,Web - Input,484
2015-05-23,2015-05-23,Call - Input,153
2015-05-23,2015-05-23,Fax - Input,2
2015-05-23,2015-05-23,Fax Acknowledgement - Input,2
2015-05-23,2015-05-23,Internal Management,6
2015-05-23,2015-05-23,Mail - Recieved,12
2015-05-23,2015-05-23,Web - Input,116
2015-05-23,2015-05-24,Call - Input,1
2015-05-24,2015-05-24,Call - Input,104
2015-05-24,2015-05-24,Internal Management,5
2015-05-24,2015-05-24,Mail - Recieved,10
2015-05-24,2015-05-24,Web - Input,158
2015-05-25,2015-05-25,Call - Input,3939
2015-05-25,2015-05-25,Fax - Input,8
2015-05-25,2015-05-25,Fax Acknowledgement - Input,4
2015-05-25,2015-05-25,Installation Report - Input,1
2015-05-25,2015-05-25,Internal Management,88
2015-05-25,2015-05-25,Mail - Input,9
2015-05-25,2015-05-25,Mail - Recieved,137
2015-05-25,2015-05-25,Visit,572
2015-05-25,2015-05-25,Web - Input,527
2015-05-26,2015-05-26,Call - Input,3481
2015-05-26,2015-05-26,Fax - Input,4
2015-05-26,2015-05-26,Internal Management,146
2015-05-26,2015-05-26,Mail - Recieved,202
2015-05-26,2015-05-26,Visit,614
2015-05-26,2015-05-26,Web - Input,635
2015-05-27,2015-05-27,Call - Input,3198
2015-05-27,2015-05-27,Fax - Input,9
2015-05-27,2015-05-27,Fax Acknowledgement - Input,6
2015-05-27,2015-05-27,Internal Management,97
2015-05-27,2015-05-27,Mail - Input,1
2015-05-27,2015-05-27,Mail - Recieved,177
2015-05-27,2015-05-27,Visit,531
2015-05-27,2015-05-27,Web - Input,533
2015-05-28,2015-05-28,Call - Input,2939
2015-05-28,2015-05-28,Fax - Input,4
2015-05-28,2015-05-28,Fax Acknowledgement - Input,1
2015-05-28,2015-05-28,Internal Management,127
2015-05-28,2015-05-28,Mail - Input,3
2015-05-28,2015-05-28,Mail - Recieved,181
2015-05-28,2015-05-28,Visit,431
2015-05-28,2015-05-28,Web - Input,540
2015-05-29,2015-05-29,Call - Input,2912
2015-05-29,2015-05-29,Fax - Input,9
2015-05-29,2015-05-29,Fax Acknowledgement - Input,5
2015-05-29,2015-05-29,Internal Management,102
2015-05-29,2015-05-29,Mail - Input,2
2015-05-29,2015-05-29,Mail - Recieved,161
2015-05-29,2015-05-29,Visit,415
2015-05-29,2015-05-29,Web - Input,477
2015-05-30,2015-05-30,Call - Input,159
2015-05-30,2015-05-30,Internal Management,12
2015-05-30,2015-05-30,Mail - Recieved,23
2015-05-30,2015-05-30,Web - Input,115
2015-05-30,2015-05-31,Call - Input,1
2015-05-31,2015-05-31,Call - Input,84
2015-05-31,2015-05-31,Fax - Input,1
2015-05-31,2015-05-31,Fax Acknowledgement - Input,1
2015-05-31,2015-05-31,Mail - Recieved,16
2015-05-31,2015-05-31,Web - Input,154
2015-06-01,2015-06-01,Call - Input,1324
2015-06-01,2015-06-01,Internal Management,9
2015-06-01,2015-06-01,Mail - Recieved,17
2015-06-01,2015-06-01,Visit,47
2015-06-01,2015-06-01,Web - Input,313
2015-06-01,2015-06-02,Call - Input,1
2015-06-02,2015-06-02,Call - Input,4093
2015-06-02,2015-06-02,Fax - Input,7
2015-06-02,2015-06-02,Fax Acknowledgement - Input,7
2015-06-02,2015-06-02,Internal Management,66
2015-06-02,2015-06-02,Mail - Input,1
2015-06-02,2015-06-02,Mail - Recieved,202
2015-06-02,2015-06-02,Visit,504
2015-06-02,2015-06-02,Web - Input,547
2015-06-02,2015-06-03,Call - Input,1
2015-06-03,2015-06-03,Call - Input,3702
2015-06-03,2015-06-03,Fax - Input,6
2015-06-03,2015-06-03,Fax Acknowledgement - Input,3
2015-06-03,2015-06-03,Internal Management,56
2015-06-03,2015-06-03,Mail - Input,1
2015-06-03,2015-06-03,Mail - Recieved,168
2015-06-03,2015-06-03,Visit,562
2015-06-03,2015-06-03,Web - Input,614
2015-06-04,2015-06-04,Call - Input,3467
2015-06-04,2015-06-04,Fax - Input,9
2015-06-04,2015-06-04,Fax Acknowledgement - Input,6
2015-06-04,2015-06-04,Internal Management,125
2015-06-04,2015-06-04,Mail - Input,1
2015-06-04,2015-06-04,Mail - Recieved,162
2015-06-04,2015-06-04,Visit,524
2015-06-04,2015-06-04,Web - Input,558
2015-06-05,2015-06-05,Call - Input,2825
2015-06-05,2015-06-05,Fax - Input,5
2015-06-05,2015-06-05,Fax Acknowledgement - Input,4
2015-06-05,2015-06-05,Internal Management,70
2015-06-05,2015-06-05,Mail - Input,3
2015-06-05,2015-06-05,Mail - Recieved,162
2015-06-05,2015-06-05,Visit,415
2015-06-05,2015-06-05,Web - Input,488
2015-06-06,2015-06-06,Call - Input,143
2015-06-06,2015-06-06,Internal Management,9
2015-06-06,2015-06-06,Mail - Recieved,11
2015-06-06,2015-06-06,Web - Input,128
2015-06-07,2015-06-07,Call - Input,79
2015-06-07,2015-06-07,Internal Management,7
2015-06-07,2015-06-07,Mail - Recieved,2
2015-06-07,2015-06-07,Web - Input,156
2015-06-07,2015-06-08,Call - Input,2
2015-06-08,2015-06-08,Call - Input,3645
2015-06-08,2015-06-08,Fax - Input,6
2015-06-08,2015-06-08,Fax Acknowledgement - Input,4
2015-06-08,2015-06-08,Internal Management,114
2015-06-08,2015-06-08,Mail - Input,4
2015-06-08,2015-06-08,Mail - Recieved,132
2015-06-08,2015-06-08,Visit,579
2015-06-08,2015-06-08,Web - Input,569
2015-06-09,2015-06-09,Call - Input,3411
2015-06-09,2015-06-09,Fax - Input,5
2015-06-09,2015-06-09,Fax Acknowledgement - Input,2
2015-06-09,2015-06-09,Installation Report - Input,1
2015-06-09,2015-06-09,Internal Management,119
2015-06-09,2015-06-09,Mail - Input,3
2015-06-09,2015-06-09,Mail - Recieved,203
2015-06-09,2015-06-09,Visit,528
2015-06-09,2015-06-09,Web - Input,514
2015-06-10,2015-06-10,Call - Input,3372
2015-06-10,2015-06-10,Fax - Input,12
2015-06-10,2015-06-10,Fax Acknowledgement - Input,5
2015-06-10,2015-06-10,Internal Management,92
2015-06-10,2015-06-10,Mail - Input,8
2015-06-10,2015-06-10,Mail - Recieved,196
2015-06-10,2015-06-10,Visit,508
2015-06-10,2015-06-10,Web - Input,515
2015-06-11,2015-06-11,Call - Input,3247
2015-06-11,2015-06-11,Fax - Input,6
2015-06-11,2015-06-11,Fax Acknowledgement - Input,4
2015-06-11,2015-06-11,Internal Management,157
2015-06-11,2015-06-11,Mail - Input,3
2015-06-11,2015-06-11,Mail - Recieved,194
2015-06-11,2015-06-11,Visit,528
2015-06-11,2015-06-11,Web - Input,629
2015-06-12,2015-06-12,Call - Input,3261
2015-06-12,2015-06-12,Fax - Input,7
2015-06-12,2015-06-12,Fax Acknowledgement - Input,5
2015-06-12,2015-06-12,Internal Management,97
2015-06-12,2015-06-12,Mail - Input,3
2015-06-12,2015-06-12,Mail - Recieved,173
2015-06-12,2015-06-12,Visit,436
2015-06-12,2015-06-12,Web - Input,458
2015-06-13,2015-06-13,Call - Input,229
2015-06-13,2015-06-13,Internal Management,3
2015-06-13,2015-06-13,Mail - Recieved,1
2015-06-13,2015-06-13,Web - Input,130
2015-06-14,2015-06-14,Call - Input,116
2015-06-14,2015-06-14,Fax - Input,1
2015-06-14,2015-06-14,Internal Management,6
2015-06-14,2015-06-14,Mail - Recieved,15
2015-06-14,2015-06-14,Web - Input,197
2015-06-14,2015-06-15,Call - Input,2
2015-06-15,2015-06-15,Call - Input,4775
2015-06-15,2015-06-15,Fax - Input,2
2015-06-15,2015-06-15,Fax Acknowledgement - Input,2
2015-06-15,2015-06-15,Internal Management,90
2015-06-15,2015-06-15,Mail - Input,2
2015-06-15,2015-06-15,Mail - Recieved,132
2015-06-15,2015-06-15,Visit,525
2015-06-15,2015-06-15,Web - Input,785
2015-06-15,2015-06-16,Call - Input,1
2015-06-16,2015-06-16,Call - Input,4271
2015-06-16,2015-06-16,Fax - Input,3
2015-06-16,2015-06-16,Fax Acknowledgement - Input,2
2015-06-16,2015-06-16,Internal Management,65
2015-06-16,2015-06-16,Mail - Input,3
2015-06-16,2015-06-16,Mail - Recieved,143
2015-06-16,2015-06-16,Visit,561
2015-06-16,2015-06-16,Web - Input,852
2015-06-17,2015-06-17,Call - Input,3882
2015-06-17,2015-06-17,Fax - Input,8
2015-06-17,2015-06-17,Fax Acknowledgement - Input,3
2015-06-17,2015-06-17,Internal Management,74
2015-06-17,2015-06-17,Mail - Input,1
2015-06-17,2015-06-17,Mail - Recieved,162
2015-06-17,2015-06-17,Visit,503
2015-06-17,2015-06-17,Web - Input,695
2015-06-18,2015-06-18,Call - Input,3386
2015-06-18,2015-06-18,Fax - Input,4
2015-06-18,2015-06-18,Fax Acknowledgement - Input,3
2015-06-18,2015-06-18,Internal Management,89
2015-06-18,2015-06-18,Mail - Input,2
2015-06-18,2015-06-18,Mail - Recieved,172
2015-06-18,2015-06-18,Visit,436
2015-06-18,2015-06-18,Web - Input,568
2015-06-19,2015-06-19,Call - Input,2545
2015-06-19,2015-06-19,Fax - Input,12
2015-06-19,2015-06-19,Fax Acknowledgement - Input,6
2015-06-19,2015-06-19,Internal Management,77
2015-06-19,2015-06-19,Mail - Input,9
2015-06-19,2015-06-19,Mail - Recieved,173
2015-06-19,2015-06-19,Visit,392
2015-06-19,2015-06-19,Web - Input,499
2015-06-20,2015-06-20,Call - Input,194
2015-06-20,2015-06-20,Mail - Recieved,16
2015-06-20,2015-06-20,Web - Input,150
2015-06-21,2015-06-21,Call - Input,112
2015-06-21,2015-06-21,Internal Management,4
2015-06-21,2015-06-21,Mail - Recieved,1
2015-06-21,2015-06-21,Web - Input,128
2015-06-22,2015-06-22,Call - Input,3455
2015-06-22,2015-06-22,Fax - Input,9
2015-06-22,2015-06-22,Fax Acknowledgement - Input,8
2015-06-22,2015-06-22,Internal Management,112
2015-06-22,2015-06-22,Mail - Recieved,162
2015-06-22,2015-06-22,Visit,476
2015-06-22,2015-06-22,Web - Input,483
2015-06-22,2015-06-23,Call - Input,1
2015-06-23,2015-06-23,Call - Input,2559
2015-06-23,2015-06-23,Fax - Input,3
2015-06-23,2015-06-23,Fax Acknowledgement - Input,1
2015-06-23,2015-06-23,Internal Management,91
2015-06-23,2015-06-23,Mail - Input,6
2015-06-23,2015-06-23,Mail - Recieved,150
2015-06-23,2015-06-23,Visit,399
2015-06-23,2015-06-23,Web - Input,511
2015-06-24,2015-06-24,Call - Input,236
2015-06-24,2015-06-24,Internal Management,8
2015-06-24,2015-06-24,Mail - Recieved,3
2015-06-24,2015-06-24,Web - Input,203
2015-06-25,2015-06-25,Call - Input,3758
2015-06-25,2015-06-25,Fax - Input,2
2015-06-25,2015-06-25,Fax Acknowledgement - Input,2
2015-06-25,2015-06-25,Internal Management,80
2015-06-25,2015-06-25,Mail - Input,1
2015-06-25,2015-06-25,Mail - Recieved,173
2015-06-25,2015-06-25,Tweet - Input,1
2015-06-25,2015-06-25,Visit,458
2015-06-25,2015-06-25,Web - Input,575
2015-06-26,2015-06-26,Call - Input,3117
2015-06-26,2015-06-26,Fax - Input,1
2015-06-26,2015-06-26,Fax Acknowledgement - Input,1
2015-06-26,2015-06-26,Installation Report - Input,1
2015-06-26,2015-06-26,Internal Management,90
2015-06-26,2015-06-26,Mail - Input,1
2015-06-26,2015-06-26,Mail - Recieved,211
2015-06-26,2015-06-26,Visit,441
2015-06-26,2015-06-26,Web - Input,486
2015-06-27,2015-06-27,Call - Input,166
2015-06-27,2015-06-27,Fax - Input,1
2015-06-27,2015-06-27,Internal Management,6
2015-06-27,2015-06-27,Mail - Recieved,9
2015-06-27,2015-06-27,Web - Input,158
2015-06-28,2015-06-28,Call - Input,97
2015-06-28,2015-06-28,Internal Management,11
2015-06-28,2015-06-28,Web - Input,127
2015-06-29,2015-06-29,Call - Input,4248
2015-06-29,2015-06-29,Fax - Input,4
2015-06-29,2015-06-29,Fax Acknowledgement - Input,3
2015-06-29,2015-06-29,Internal Management,69
2015-06-29,2015-06-29,Mail - Recieved,79
2015-06-29,2015-06-29,Visit,505
2015-06-29,2015-06-29,Web - Input,484
2015-06-30,2015-06-30,Call - Input,4096
2015-06-30,2015-06-30,Fax - Input,14
2015-06-30,2015-06-30,Fax Acknowledgement - Input,5
2015-06-30,2015-06-30,Internal Management,111
2015-06-30,2015-06-30,Mail - Input,8
2015-06-30,2015-06-30,Mail - Recieved,210
2015-06-30,2015-06-30,Visit,520
2015-06-30,2015-06-30,Web - Input,738
2015-07-01,2015-07-01,Call - Input,4105
2015-07-01,2015-07-01,Fax - Input,1
2015-07-01,2015-07-01,Internal Management,96
2015-07-01,2015-07-01,Mail - Input,7
2015-07-01,2015-07-01,Mail - Recieved,155
2015-07-01,2015-07-01,Tweet - Input,1
2015-07-01,2015-07-01,Visit,499
2015-07-01,2015-07-01,Web - Input,573
2015-07-02,2015-07-02,Call - Input,3985
2015-07-02,2015-07-02,Fax - Input,2
2015-07-02,2015-07-02,Fax Acknowledgement - Input,1
2015-07-02,2015-07-02,Installation Report - Input,1
2015-07-02,2015-07-02,Internal Management,69
2015-07-02,2015-07-02,Mail - Input,4
2015-07-02,2015-07-02,Mail - Recieved,174
2015-07-02,2015-07-02,Visit,528
2015-07-02,2015-07-02,Web - Input,521
2015-07-02,2015-07-03,Call - Input,1
2015-07-03,2015-07-03,Call - Input,3346
2015-07-03,2015-07-03,Fax - Input,7
2015-07-03,2015-07-03,Fax Acknowledgement - Input,2
2015-07-03,2015-07-03,Internal Management,59
2015-07-03,2015-07-03,Mail - Input,3
2015-07-03,2015-07-03,Mail - Recieved,97
2015-07-03,2015-07-03,Visit,497
2015-07-03,2015-07-03,Web - Input,535
2015-07-03,2015-07-04,Call - Input,1
2015-07-04,2015-07-04,Call - Input,227
2015-07-04,2015-07-04,Fax - Input,8
2015-07-04,2015-07-04,Fax Acknowledgement - Input,6
2015-07-04,2015-07-04,Internal Management,8
2015-07-04,2015-07-04,Mail - Recieved,151
2015-07-04,2015-07-04,Web - Input,220
2015-07-05,2015-07-05,Call - Input,229
2015-07-05,2015-07-05,Internal Management,8
2015-07-05,2015-07-05,Mail - Recieved,137
2015-07-05,2015-07-05,Web - Input,189
2015-07-05,2015-07-06,Call - Input,1
2015-07-06,2015-07-06,Call - Input,4321
2015-07-06,2015-07-06,Fax - Input,3
2015-07-06,2015-07-06,Fax Acknowledgement - Input,3
2015-07-06,2015-07-06,Internal Management,99
2015-07-06,2015-07-06,Mail - Input,8
2015-07-06,2015-07-06,Mail - Recieved,136
2015-07-06,2015-07-06,Visit,512
2015-07-06,2015-07-06,Web - Input,576
2015-07-07,2015-07-07,Call - Input,3740
2015-07-07,2015-07-07,Fax - Input,4
2015-07-07,2015-07-07,Internal Management,125
2015-07-07,2015-07-07,Mail - Input,12
2015-07-07,2015-07-07,Mail - Recieved,212
2015-07-07,2015-07-07,Tweet - Input,1
2015-07-07,2015-07-07,Visit,449
2015-07-07,2015-07-07,Web - Input,671
2015-07-08,2015-07-08,Call - Input,3466
2015-07-08,2015-07-08,Fax - Input,4
2015-07-08,2015-07-08,Fax Acknowledgement - Input,3
2015-07-08,2015-07-08,Internal Management,68
2015-07-08,2015-07-08,Mail - Input,6
2015-07-08,2015-07-08,Mail - Recieved,173
2015-07-08,2015-07-08,Visit,409
2015-07-08,2015-07-08,Web - Input,663
2015-07-09,2015-07-09,Call - Input,3416
2015-07-09,2015-07-09,Fax - Input,7
2015-07-09,2015-07-09,Fax Acknowledgement - Input,6
2015-07-09,2015-07-09,Internal Management,72
2015-07-09,2015-07-09,Mail - Input,2
2015-07-09,2015-07-09,Mail - Recieved,192
2015-07-09,2015-07-09,Visit,385
2015-07-09,2015-07-09,Web - Input,527
2015-07-10,2015-07-10,Call - Input,2914
2015-07-10,2015-07-10,Fax - Input,15
2015-07-10,2015-07-10,Fax Acknowledgement - Input,8
2015-07-10,2015-07-10,Internal Management,80
2015-07-10,2015-07-10,Mail - Input,1
2015-07-10,2015-07-10,Mail - Recieved,125
2015-07-10,2015-07-10,Visit,410
2015-07-10,2015-07-10,Web - Input,457
2015-07-11,2015-07-11,Call - Input,204
2015-07-11,2015-07-11,Mail - Recieved,19
2015-07-11,2015-07-11,Web - Input,178
2015-07-12,2015-07-12,Call - Input,103
2015-07-12,2015-07-12,Internal Management,3
2015-07-12,2015-07-12,Web - Input,151
2015-07-13,2015-07-13,Call - Input,3674
2015-07-13,2015-07-13,Fax - Input,2
2015-07-13,2015-07-13,Internal Management,116
2015-07-13,2015-07-13,Mail - Input,2
2015-07-13,2015-07-13,Mail - Recieved,136
2015-07-13,2015-07-13,Visit,548
2015-07-13,2015-07-13,Web - Input,589
2015-07-14,2015-07-14,Call - Input,3549
2015-07-14,2015-07-14,Fax - Input,4
2015-07-14,2015-07-14,Internal Management,87
2015-07-14,2015-07-14,Mail - Input,8
2015-07-14,2015-07-14,Mail - Recieved,202
2015-07-14,2015-07-14,Visit,504
2015-07-14,2015-07-14,Web - Input,617
2015-07-15,2015-07-15,Call - Input,3354
2015-07-15,2015-07-15,Fax - Input,5
2015-07-15,2015-07-15,Fax Acknowledgement - Input,4
2015-07-15,2015-07-15,Internal Management,99
2015-07-15,2015-07-15,Mail - Input,1
2015-07-15,2015-07-15,Mail - Recieved,180
2015-07-15,2015-07-15,Visit,438
2015-07-15,2015-07-15,Web - Input,641
2015-07-16,2015-07-16,Call - Input,3088
2015-07-16,2015-07-16,Fax - Input,5
2015-07-16,2015-07-16,Fax Acknowledgement - Input,3
2015-07-16,2015-07-16,Internal Management,92
2015-07-16,2015-07-16,Mail - Recieved,226
2015-07-16,2015-07-16,Visit,418
2015-07-16,2015-07-16,Web - Input,529
2015-07-16,2015-07-17,Call - Input,1
2015-07-17,2015-07-17,Call - Input,2785
2015-07-17,2015-07-17,Internal Management,88
2015-07-17,2015-07-17,Mail - Input,1
2015-07-17,2015-07-17,Mail - Recieved,187
2015-07-17,2015-07-17,Visit,371
2015-07-17,2015-07-17,Web - Input,451
2015-07-18,2015-07-18,Call - Input,187
2015-07-18,2015-07-18,Internal Management,1
2015-07-18,2015-07-18,Mail - Recieved,22
2015-07-18,2015-07-18,Web - Input,170
2015-07-19,2015-07-19,Call - Input,117
2015-07-19,2015-07-19,Internal Management,7
2015-07-19,2015-07-19,Mail - Recieved,2
2015-07-19,2015-07-19,Web - Input,155
2015-07-19,2015-07-20,Call - Input,1
2015-07-20,2015-07-20,Call - Input,3807
2015-07-20,2015-07-20,Fax - Input,4
2015-07-20,2015-07-20,Fax Acknowledgement - Input,2
2015-07-20,2015-07-20,Internal Management,134
2015-07-20,2015-07-20,Mail - Input,3
2015-07-20,2015-07-20,Mail - Recieved,145
2015-07-20,2015-07-20,Visit,452
2015-07-20,2015-07-20,Web - Input,470
2015-07-21,2015-07-21,Call - Input,3168
2015-07-21,2015-07-21,Fax - Input,2
2015-07-21,2015-07-21,Fax Acknowledgement - Input,3
2015-07-21,2015-07-21,Installation Report - Input,1
2015-07-21,2015-07-21,Internal Management,119
2015-07-21,2015-07-21,Mail - Input,3
2015-07-21,2015-07-21,Mail - Recieved,219
2015-07-21,2015-07-21,Visit,447
2015-07-21,2015-07-21,Web - Input,593
2015-07-22,2015-07-22,Call - Input,3152
2015-07-22,2015-07-22,Fax - Input,6
2015-07-22,2015-07-22,Fax Acknowledgement - Input,3
2015-07-22,2015-07-22,Internal Management,102
2015-07-22,2015-07-22,Mail - Input,5
2015-07-22,2015-07-22,Mail - Recieved,164
2015-07-22,2015-07-22,Tweet - Input,1
2015-07-22,2015-07-22,Visit,447
2015-07-22,2015-07-22,Web - Input,536
2015-07-23,2015-07-23,Call - Input,3104
2015-07-23,2015-07-23,Fax - Input,4
2015-07-23,2015-07-23,Fax Acknowledgement - Input,3
2015-07-23,2015-07-23,Internal Management,113
2015-07-23,2015-07-23,Mail - Input,2
2015-07-23,2015-07-23,Mail - Recieved,129
2015-07-23,2015-07-23,Visit,346
2015-07-23,2015-07-23,Web - Input,525
2015-07-23,2015-07-24,Call - Input,1
2015-07-24,2015-07-24,Call - Input,2525
2015-07-24,2015-07-24,Fax - Input,8
2015-07-24,2015-07-24,Fax Acknowledgement - Input,5
2015-07-24,2015-07-24,Internal Management,92
2015-07-24,2015-07-24,Mail - Input,3
2015-07-24,2015-07-24,Mail - Recieved,132
2015-07-24,2015-07-24,Visit,390
2015-07-24,2015-07-24,Web - Input,496
2015-07-25,2015-07-25,Call - Input,294
2015-07-25,2015-07-25,Internal Management,7
2015-07-25,2015-07-25,Mail - Recieved,48
2015-07-25,2015-07-25,Web - Input,177
2015-07-26,2015-07-26,Call - Input,206
2015-07-26,2015-07-26,Internal Management,3
2015-07-26,2015-07-26,Web - Input,103
2015-07-27,2015-07-27,Call - Input,3859
2015-07-27,2015-07-27,Fax - Input,4
2015-07-27,2015-07-27,Fax Acknowledgement - Input,2
2015-07-27,2015-07-27,Internal Management,91
2015-07-27,2015-07-27,Mail - Input,5
2015-07-27,2015-07-27,Mail - Recieved,118
2015-07-27,2015-07-27,Visit,436
2015-07-27,2015-07-27,Web - Input,495
2015-07-28,2015-07-28,Call - Input,3640
2015-07-28,2015-07-28,Internal Management,105
2015-07-28,2015-07-28,Mail - Input,2
2015-07-28,2015-07-28,Mail - Recieved,192
2015-07-28,2015-07-28,Visit,458
2015-07-28,2015-07-28,Web - Input,583
2015-07-29,2015-07-29,Call - Input,3572
2015-07-29,2015-07-29,Fax - Input,8
2015-07-29,2015-07-29,Fax Acknowledgement - Input,2
2015-07-29,2015-07-29,Internal Management,117
2015-07-29,2015-07-29,Mail - Recieved,199
2015-07-29,2015-07-29,Visit,374
2015-07-29,2015-07-29,Web - Input,546
2015-07-29,2015-07-30,Call - Input,1
2015-07-30,2015-07-30,Call - Input,3535
2015-07-30,2015-07-30,Fax - Input,7
2015-07-30,2015-07-30,Fax Acknowledgement - Input,7
2015-07-30,2015-07-30,Internal Management,107
2015-07-30,2015-07-30,Mail - Recieved,221
2015-07-30,2015-07-30,Visit,500
2015-07-30,2015-07-30,Web - Input,522
2015-07-30,2015-07-31,Call - Input,1
2015-07-31,2015-07-31,Call - Input,3473
2015-07-31,2015-07-31,Fax - Input,3
2015-07-31,2015-07-31,Fax Acknowledgement - Input,2
2015-07-31,2015-07-31,Internal Management,87
2015-07-31,2015-07-31,Mail - Input,3
2015-07-31,2015-07-31,Mail - Recieved,187
2015-07-31,2015-07-31,Visit,422
2015-07-31,2015-07-31,Web - Input,562
2015-07-31,2015-08-01,Call - Input,1
2015-08-01,2015-08-01,Call - Input,416
2015-08-01,2015-08-01,Internal Management,3
2015-08-01,2015-08-01,Mail - Recieved,12
2015-08-01,2015-08-01,Web - Input,209
2015-08-02,2015-08-02,Call - Input,181
2015-08-02,2015-08-02,Internal Management,3
2015-08-02,2015-08-02,Mail - Recieved,3
2015-08-02,2015-08-02,Web - Input,126
2015-08-03,2015-08-03,Call - Input,3894
2015-08-03,2015-08-03,Fax - Input,3
2015-08-03,2015-08-03,Fax Acknowledgement - Input,2
2015-08-03,2015-08-03,Internal Management,103
